column,missing_pct
member_id,100.0
next_pymnt_d,100.0
orig_projected_additional_accrued_interest,99.73778868457323
hardship_amount,99.58483208390763
hardship_last_payment_amount,99.58483208390763
hardship_length,99.58483208390763
hardship_status,99.58483208390763
hardship_reason,99.58483208390763
deferral_term,99.58483208390763
hardship_start_date,99.58483208390763
hardship_end_date,99.58483208390763
hardship_type,99.58483208390763
hardship_loan_status,99.58483208390763
hardship_payoff_balance_amount,99.58483208390763
hardship_dpd,99.58483208390763
payment_plan_start_date,99.58483208390763
sec_app_mths_since_last_major_derog,99.4974283120987
sec_app_revol_util,98.64019901166505
sec_app_collections_12_mths_ex_med,98.60826301811947
sec_app_chargeoff_within_12_mths,98.60826301811947
sec_app_fico_range_low,98.60826301811947
sec_app_open_acc,98.60826301811947
sec_app_num_rev_accts,98.60826301811947
revol_bal_joint,98.60826301811947
sec_app_open_act_il,98.60826301811947
sec_app_fico_range_high,98.60826301811947
sec_app_earliest_cr_line,98.60826301811947
sec_app_inq_last_6mths,98.60826301811947
sec_app_mort_acc,98.60826301811947
verification_status_joint,98.08047870373483
dti_joint,98.0586277607826
annual_inc_joint,98.0586277607826
settlement_percentage,97.40478031398125
settlement_status,97.40478031398125
settlement_date,97.40478031398125
debt_settlement_flag_date,97.40478031398125
settlement_amount,97.40478031398125
settlement_term,97.40478031398125
desc,90.86798668773322
mths_since_last_record,82.8234779977813
mths_since_recent_bc_dlq,75.97404780313981
mths_since_last_major_derog,73.40908326890107
mths_since_recent_revol_delinq,66.27559081588059
il_util,65.34944700305914
mths_since_rcnt_il,60.9960668302686
all_util,59.972434195044876
total_bal_il,59.97075335327933
open_rv_12m,59.97075335327933
open_acc_6m,59.97075335327933
max_bal_bc,59.97075335327933
inq_fi,59.97075335327933
inq_last_12m,59.97075335327933
open_rv_24m,59.97075335327933
open_act_il,59.97075335327933
open_il_12m,59.97075335327933
total_cu_tl,59.97075335327933
open_il_24m,59.97075335327933
mths_since_last_delinq,50.216828587756744
mths_since_recent_inq,12.760950684102598
num_tl_120dpd_2m,8.689951927925504
mo_sin_old_il_acct,7.622617406797325
emp_title,6.444347329142435
emp_length,5.832520926479981
pct_tl_nvr_dlq,4.866036911285172
num_op_rev_tl,4.857632702457391
num_tl_90g_dpd_24m,4.857632702457391
num_il_tl,4.857632702457391
mo_sin_rcnt_rev_tl_op,4.857632702457391
num_tl_30dpd,4.857632702457391
tot_hi_cred_lim,4.857632702457391
total_il_high_credit_limit,4.857632702457391
num_tl_op_past_12m,4.857632702457391
num_accts_ever_120_pd,4.857632702457391
num_bc_tl,4.857632702457391
num_actv_rev_tl,4.857632702457391
num_actv_bc_tl,4.857632702457391
mo_sin_old_rev_tl_op,4.857632702457391
mo_sin_rcnt_tl,4.857632702457391
num_rev_accts,4.857632702457391
num_rev_tl_bal_gt_0,4.857632702457391
total_rev_hi_lim,4.857632702457391
avg_cur_bal,4.857632702457391
tot_coll_amt,4.857632702457391
tot_cur_bal,4.857632702457391
bc_util,4.492890039331697
percent_bc_gt_75,4.48280498873836
bc_open_to_buy,4.449188153427237
mths_since_recent_bc,4.383635324570545
num_sats,4.008807610851514
num_bc_sats,4.008807610851514
acc_open_past_24mths,3.4070662587823985
mort_acc,3.4070662587823985
total_bc_limit,3.4070662587823985
total_bal_ex_mort,3.4070662587823985
title,1.2152485964971256
last_pymnt_d,0.16640333479006286
revol_util,0.053786936497798095
pub_rec_bankruptcies,0.052106094732241905
dti,0.033616835311123805
collections_12_mths_ex_med,0.003361683531112381
chargeoff_within_12_mths,0.003361683531112381
last_credit_pull_d,0.0016808417655561905
tax_liens,0.0016808417655561905
purpose,0.0
funded_amnt,0.0
loan_amnt,0.0
id,0.0
url,0.0
loan_status,0.0
pymnt_plan,0.0
verification_status,0.0
issue_d,0.0
grade,0.0
sub_grade,0.0
annual_inc,0.0
home_ownership,0.0
funded_amnt_inv,0.0
term,0.0
int_rate,0.0
installment,0.0
addr_state,0.0
zip_code,0.0
delinq_amnt,0.0
application_type,0.0
revol_bal,0.0
total_pymnt,0.0
total_rec_prncp,0.0
total_pymnt_inv,0.0
collection_recovery_fee,0.0
fico_range_high,0.0
acc_now_delinq,0.0
total_acc,0.0
fico_range_low,0.0
earliest_cr_line,0.0
inq_last_6mths,0.0
delinq_2yrs,0.0
out_prncp_inv,0.0
out_prncp,0.0
initial_list_status,0.0
total_rec_int,0.0
last_fico_range_high,0.0
last_pymnt_amnt,0.0
last_fico_range_low,0.0
policy_code,0.0
total_rec_late_fee,0.0
recoveries,0.0
pub_rec,0.0
open_acc,0.0
hardship_flag,0.0
disbursement_method,0.0
debt_settlement_flag,0.0
target,0.0
